id,width,height,initialFrame,finalFrame,numFrames,class,drivingDirection,traveledDistance,minXVelocity,maxXVelocity,meanXVelocity,minDHW,minTHW,minTTC,numLaneChanges
786,4.45,1.82,6495,6818,324,Car,2,408.36,30.75,32.96,31.63,22.78,0.73,62.47,0
787,4.35,1.92,6516,6927,412,Car,1,408.81,24.05,26.18,24.87,19.62,0.81,22.17,0
788,3.84,1.72,6519,6870,352,Car,2,410.25,28.04,30.83,29.23,192.04,6.59,48.03,0
789,4.55,1.92,6537,6915,379,Car,1,409.03,26.40,28.33,27.06,43.53,1.58,36.38,0
790,4.14,1.82,6537,6951,415,Car,1,409.15,23.26,25.73,24.72,16.02,0.65,17.68,0
791,4.95,2.02,6553,6953,401,Car,1,402.50,24.45,26.33,25.16,10.93,0.44,4.14,1
792,4.04,1.72,6561,6926,366,Car,2,409.28,27.34,29.66,28.04,41.80,1.52,-1.00,0
793,4.14,1.82,6563,6943,381,Car,1,410.21,25.84,28.04,26.99,22.03,0.80,16.12,0
794,4.65,1.82,6573,6884,312,Car,2,408.11,31.66,34.36,32.83,90.97,2.87,45.10,1
795,4.24,1.92,6577,6991,415,Car,1,408.52,24.19,26.58,24.68,17.82,0.67,8.71,1
796,4.04,1.72,6596,6902,307,Car,2,410.62,33.02,34.57,33.57,107.19,3.22,48.44,0
797,4.35,2.02,6603,6969,367,Car,1,407.44,26.69,28.51,27.84,24.44,0.90,14.15,0
798,4.24,1.92,6605,6987,383,Car,1,409.72,26.15,27.69,26.83,25.43,0.95,11.76,0
799,16.47,2.50,6615,7098,484,Truck,1,409.61,20.74,22.08,21.24,24.53,1.13,-1.00,0
800,4.65,1.82,6616,6954,339,Car,2,410.40,29.33,31.76,30.37,49.60,1.69,-1.00,0
801,4.35,1.92,6623,6928,306,Car,2,409.97,32.46,34.17,33.62,31.51,0.92,42.98,0
802,16.67,2.50,6624,7061,438,Truck,2,409.05,22.47,24.31,23.41,52.48,2.33,-1.00,0
803,4.55,1.82,6633,7000,368,Car,1,410.03,27.38,29.27,27.94,28.40,1.01,25.15,0
804,4.35,2.02,6638,7030,393,Car,1,409.22,25.41,27.02,26.10,31.72,1.18,425.38,0
805,4.75,2.02,6648,6955,308,Car,2,408.98,31.46,34.07,33.32,26.48,0.84,104.22,0
806,4.45,1.92,6649,7022,374,Car,1,409.65,26.85,28.44,27.47,13.57,0.47,-1.00,0
807,4.55,1.82,6670,6985,316,Car,2,407.76,31.83,32.81,32.38,21.41,0.67,28.29,1
808,4.75,2.02,6670,7052,383,Car,1,403.36,25.26,27.33,26.41,25.54,0.98,35.88,0
809,9.20,2.50,6672,7153,482,Truck,1,406.93,20.56,21.86,21.15,36.27,1.74,71.88,0
810,4.14,1.82,6673,7042,370,Car,1,409.74,27.13,29.42,27.77,17.34,0.63,20.92,0
811,6.97,2.63,6677,7106,430,Car,2,409.47,22.76,24.54,23.87,34.66,1.42,47.68,0
812,3.84,1.82,6701,7179,479,Car,1,408.52,21.03,21.80,21.37,18.07,0.85,22.55,0
813,4.95,2.02,6702,7002,301,Car,2,410.79,32.26,36.38,34.25,34.55,1.00,16.14,0
814,4.45,1.82,6702,7068,367,Car,1,406.95,26.43,29.87,27.81,23.72,0.86,29.19,0
815,4.75,1.92,6717,7014,298,Car,2,411.22,32.91,36.02,34.64,10.14,0.29,10.63,0
816,16.57,2.50,6724,7131,408,Truck,2,409.64,24.21,26.11,25.17,34.63,1.36,-1.00,0
817,4.14,1.92,6740,7053,314,Car,2,409.37,31.11,33.44,32.71,24.81,0.79,89.39,1
818,4.55,1.92,6743,7123,381,Car,1,408.34,26.58,27.26,26.88,65.78,2.47,47.57,0
819,2.83,1.62,6751,7157,407,Car,2,412.05,24.52,26.77,25.39,24.69,0.95,61.49,0
820,4.35,1.82,6760,7069,310,Car,2,411.23,30.76,35.11,33.28,22.53,0.73,18.43,0
821,4.65,1.92,6762,7124,363,Car,1,409.55,28.14,28.94,28.30,58.10,2.05,32.24,0
822,12.13,2.53,6765,7151,387,Car,2,369.98,21.85,24.67,23.95,29.18,1.32,31.08,0
823,5.05,1.92,6769,7114,346,Car,2,400.45,24.92,32.67,29.02,7.87,0.30,6.94,1
824,16.57,2.50,6772,7255,484,Truck,1,407.15,20.29,22.55,21.08,39.69,1.85,53.24,0
825,4.35,1.82,6775,7168,394,Car,1,408.92,25.66,26.48,26.02,30.11,1.17,-1.00,0
826,3.94,1.72,6795,7142,348,Car,2,410.23,27.94,32.17,29.57,14.76,0.52,4.86,0
827,4.45,1.82,6800,7167,368,Car,1,409.22,27.59,28.48,27.88,38.70,1.36,291.73,0
828,4.45,1.82,6803,7286,484,Car,1,407.98,20.11,22.99,21.12,21.67,1.02,44.34,0
829,4.45,1.92,6811,7219,409,Car,1,407.99,24.38,26.06,25.01,31.80,1.28,-1.00,0
830,5.15,2.02,6817,7167,351,Car,2,410.13,28.06,31.22,29.31,16.67,0.58,12.48,0
831,4.65,1.82,6830,7196,367,Car,1,408.44,27.57,28.51,27.91,27.96,1.01,52.48,0
832,4.85,2.02,6830,7249,420,Car,1,408.95,23.83,25.23,24.41,14.94,0.61,181.38,0
833,4.55,2.02,6844,7187,344,Car,2,405.41,28.60,30.70,29.55,20.77,0.72,15.21,0
834,10.31,2.63,6844,7321,478,Car,1,409.54,20.17,24.10,21.47,16.25,0.79,12.08,0
835,3.94,1.82,6850,7271,422,Car,1,409.44,23.78,24.85,24.32,16.17,0.66,42.83,0
836,4.14,1.92,6851,7242,392,Car,2,410.73,25.39,26.83,26.27,85.63,3.22,79.33,0
837,4.35,1.82,6858,7229,372,Car,1,409.50,26.48,29.12,27.60,27.32,0.97,24.22,0
838,4.45,1.82,6876,7268,393,Car,2,411.38,25.79,26.75,26.24,20.97,0.80,43.78,0
839,4.65,2.02,6893,7315,423,Car,1,410.04,23.56,25.73,24.30,33.06,1.35,24.99,0
840,4.85,2.02,6895,7274,380,Car,1,409.80,25.91,28.20,27.04,31.57,1.17,23.90,0
841,6.06,2.12,6897,7235,339,Car,2,407.80,28.74,31.66,30.18,42.25,1.43,32.05,0
842,7.48,2.22,6898,7283,386,Car,2,409.62,26.19,27.06,26.61,8.85,0.33,12.94,0
843,4.45,1.82,6910,7292,383,Car,1,410.30,26.36,27.19,26.86,12.33,0.45,15.74,0
844,18.29,2.50,6919,7335,417,Truck,2,409.79,23.83,25.57,24.64,165.09,6.71,1073.39,0
845,4.24,1.82,6922,7249,328,Car,2,408.52,29.00,32.23,31.24,12.86,0.43,11.23,0
846,4.85,1.92,6924,7306,383,Car,2,410.91,26.51,27.81,26.90,19.59,0.72,24.04,0
847,2.83,1.82,6926,7316,391,Car,1,410.01,25.89,26.82,26.29,14.07,0.52,96.12,0
848,4.65,2.02,6937,7328,392,Car,1,404.14,23.35,28.94,25.84,10.52,0.42,5.71,0
849,4.75,1.92,6942,7331,390,Car,1,411.23,24.93,28.00,26.43,8.74,0.33,6.94,0
850,16.07,2.50,6950,7393,444,Truck,1,408.48,21.88,24.47,23.09,48.81,2.23,18.18,0
851,5.15,2.22,6954,7283,330,Car,2,411.36,29.88,32.72,31.27,35.41,1.13,15.84,0
852,4.14,2.02,6967,7411,445,Car,1,409.36,21.53,24.49,23.05,9.18,0.41,13.79,0
853,4.65,1.82,6969,7363,395,Car,1,409.41,24.29,26.77,25.99,20.76,0.80,24.36,0
854,4.75,2.02,6975,7371,397,Car,1,410.71,24.46,28.70,25.94,31.36,1.25,19.00,0
855,4.04,1.82,6978,7299,322,Car,2,402.65,29.78,33.06,31.37,21.84,0.70,14.55,0
856,4.45,1.92,6992,7386,395,Car,1,410.68,25.28,26.54,26.07,18.51,0.72,15.21,0
857,16.78,2.50,6994,7397,404,Truck,1,407.77,24.66,25.64,25.30,5.25,0.20,4.81,1
858,3.94,1.72,7010,7335,326,Car,2,410.22,28.56,32.54,31.57,30.15,1.01,9.24,0
859,5.26,2.02,7023,7343,321,Car,2,409.15,30.59,32.76,31.97,41.02,1.28,21.97,0
860,5.26,2.12,7024,7419,396,Car,1,410.57,25.37,27.53,26.00,25.95,0.98,19.62,0
861,6.27,2.22,7066,7369,304,Car,2,402.05,31.03,33.74,33.19,35.57,1.11,23.43,0
862,5.36,2.02,7070,7455,386,Car,1,410.23,25.22,27.64,26.64,33.82,1.23,18.63,0
863,4.95,2.02,7093,7477,385,Car,1,411.18,26.39,27.83,26.78,80.98,3.02,37.60,0
864,5.05,2.02,7106,7490,385,Car,1,410.73,25.34,29.01,26.75,28.19,1.10,13.14,0
865,4.14,1.82,7115,7407,293,Car,2,408.77,33.98,35.61,35.01,96.46,2.71,13.68,0
866,16.88,2.50,7121,7560,440,Truck,2,407.93,22.41,24.18,23.24,178.09,7.94,-1.00,0
867,2.93,1.82,7144,7516,373,Car,1,406.23,25.51,29.21,27.31,36.12,1.29,26.90,1
868,4.85,2.02,7145,7459,315,Car,2,411.16,31.55,34.13,32.75,45.46,1.40,-1.00,1
869,16.88,2.50,7171,7590,420,Truck,1,409.41,23.74,25.11,24.44,154.07,6.34,52.78,0
870,8.59,2.50,7182,7600,419,Truck,2,409.59,23.84,25.51,24.51,48.67,2.03,-1.00,0
871,4.04,1.82,7195,7656,462,Car,2,410.36,21.37,22.92,22.26,64.26,2.92,-1.00,0
872,6.47,2.22,7196,7526,331,Car,2,410.71,29.50,31.99,31.13,58.27,1.97,877.07,0
873,4.95,2.02,7196,7620,425,Car,1,409.70,23.67,24.84,24.17,20.83,0.84,191.42,0
874,4.55,2.02,7200,7573,374,Car,1,410.87,25.55,30.79,27.55,41.35,1.52,11.17,0
875,4.75,1.92,7212,7625,414,Car,2,411.09,24.62,25.37,24.89,18.66,0.75,16.31,0
876,3.94,1.82,7226,7607,382,Car,1,410.61,25.94,28.94,26.95,27.23,0.96,24.98,1
877,4.55,2.02,7226,7684,459,Car,1,410.85,21.67,23.50,22.44,13.41,0.57,-1.00,0
878,4.45,1.82,7227,7552,326,Car,2,410.76,28.56,33.22,31.61,29.06,0.90,17.42,0
879,4.55,1.92,7227,7669,443,Car,2,411.02,21.78,24.17,23.26,8.87,0.36,10.65,1
880,4.85,2.02,7243,7625,383,Car,1,410.45,25.49,28.69,26.87,12.27,0.47,22.91,1
881,7.07,2.43,7249,7646,398,Car,2,410.96,25.25,26.63,25.89,14.37,0.56,12.16,0
882,4.35,1.92,7259,7704,446,Car,1,410.80,22.26,24.82,23.09,13.41,0.59,17.57,0
883,4.65,1.92,7265,7610,346,Car,2,412.13,28.65,31.25,29.88,39.89,1.39,-1.00,0
884,16.78,2.50,7266,7682,417,Truck,1,407.44,23.82,25.12,24.49,44.21,1.84,54.64,0
885,4.04,1.82,7270,7606,337,Car,1,408.57,29.23,31.92,30.40,9.28,0.31,2.75,0
886,3.94,1.72,7286,7632,347,Car,2,411.20,28.38,30.64,29.73,19.51,0.68,-1.00,0
887,4.24,1.82,7291,7683,393,Car,2,411.62,24.21,26.95,26.26,9.02,0.36,5.67,0
888,4.45,2.02,7301,7638,338,Car,1,410.81,29.79,31.05,30.49,30.37,1.01,26.68,0
889,4.04,1.92,7301,7708,408,Car,1,404.13,23.10,26.35,24.84,6.15,0.23,1.62,0
890,5.46,2.02,7303,7649,347,Car,2,412.10,27.33,31.26,29.79,13.82,0.48,19.98,0
891,4.65,2.02,7311,7702,392,Car,2,411.64,24.25,26.98,26.33,14.27,0.57,20.98,0
892,4.24,1.82,7321,7674,354,Car,2,410.54,27.35,30.76,29.08,13.84,0.49,25.10,0
893,4.65,1.92,7326,7652,327,Car,1,403.20,29.89,32.77,30.94,20.00,0.61,12.39,0
894,6.06,2.22,7329,7735,407,Car,1,410.76,25.21,25.43,25.30,45.88,1.80,28.61,0
895,16.78,2.50,7335,7766,432,Truck,2,407.76,23.12,24.40,23.66,76.80,3.29,34.12,0
896,5.46,2.22,7338,7712,375,Car,2,410.91,25.72,29.24,27.48,14.48,0.52,-1.00,0
897,3.94,1.82,7341,7749,409,Car,1,408.13,23.00,27.61,25.02,26.04,1.11,19.52,0
898,4.75,1.92,7355,7725,371,Car,2,404.09,24.83,27.96,27.31,25.43,0.98,11.75,0
899,4.30,1.92,7357,7697,341,Car,1,410.49,29.57,31.47,30.19,33.47,1.10,136.11,0
900,5.26,2.02,7357,7731,375,Car,2,410.83,25.62,29.21,27.47,12.99,0.50,21.76,0
901,4.45,1.92,7366,7771,406,Car,1,409.76,23.51,27.43,25.30,14.50,0.61,10.81,0
902,4.85,2.02,7374,7753,380,Car,2,410.09,25.09,30.22,27.06,12.13,0.46,17.96,0
903,4.24,1.92,7396,7769,374,Car,1,410.45,26.22,28.58,27.52,43.07,1.51,-1.00,0
904,4.95,2.02,7398,7769,372,Car,2,410.94,27.45,28.01,27.70,36.70,1.33,13.65,0
905,4.35,1.82,7399,7804,406,Car,1,409.42,23.50,26.97,25.28,24.59,1.03,23.14,0
906,16.88,2.50,7402,7846,445,Truck,2,410.87,22.59,23.68,23.14,45.73,2.01,-1.00,0
907,4.04,1.72,7410,7786,377,Car,1,409.83,26.82,27.84,27.27,10.99,0.40,17.09,0
908,5.36,2.02,7413,7793,381,Car,2,411.67,26.03,28.55,27.09,29.26,1.12,18.53,0
909,4.65,1.92,7424,7805,382,Car,1,409.96,26.52,27.92,26.91,10.14,0.37,14.71,0
910,16.88,2.50,7424,7879,456,Truck,1,405.94,21.80,22.90,22.31,76.22,3.33,-1.00,0
911,4.85,1.92,7437,7834,398,Car,1,410.82,23.55,26.71,25.88,24.20,0.99,15.15,0
912,4.45,1.82,7445,7797,353,Car,2,404.18,26.54,32.00,28.73,8.66,0.29,5.44,1
913,4.45,1.92,7445,7835,391,Car,2,410.63,23.80,28.68,26.34,27.46,1.04,67.04,0
914,4.85,2.02,7448,7892,445,Car,2,410.70,22.33,23.48,23.13,37.33,1.59,184.36,0
915,4.65,1.92,7458,7832,375,Car,1,408.23,25.94,29.75,27.28,20.49,0.76,10.42,0
916,4.75,1.92,7459,7909,451,Car,1,409.75,22.02,24.55,22.77,21.82,0.98,18.61,0
917,4.04,1.82,7461,7855,395,Car,1,408.75,24.11,26.55,25.95,16.97,0.69,18.02,0
918,6.06,2.12,7483,7843,361,Car,2,408.08,26.57,31.40,28.35,28.58,1.03,14.58,0
919,3.94,1.72,7483,7915,433,Car,2,411.38,23.19,24.33,23.81,17.47,0.74,18.18,0
920,2.73,1.72,7487,7873,387,Car,2,411.40,25.97,27.27,26.65,34.16,1.30,12.48,0
921,4.95,2.02,7498,7897,400,Car,1,410.45,24.85,27.42,25.73,35.82,1.39,14.76,0
922,4.85,2.12,7519,7918,400,Car,1,409.91,24.41,27.08,25.69,13.24,0.52,19.29,0
923,4.85,1.92,7521,7898,378,Car,1,410.09,26.37,28.85,27.21,71.16,2.51,31.27,0
924,4.65,2.02,7531,7897,367,Car,2,409.63,25.99,29.27,28.00,20.55,0.77,12.15,0
925,6.27,2.43,7535,7913,379,Car,1,410.05,26.41,28.91,27.13,7.35,0.27,24.68,0
926,5.15,2.02,7540,7869,330,Car,2,409.79,28.12,34.33,31.16,24.70,0.86,9.35,0
927,4.45,2.02,7545,7963,419,Car,1,408.49,23.20,26.26,24.43,45.16,1.92,22.78,0
928,3.94,1.72,7547,7914,368,Car,2,411.16,25.64,29.49,28.02,12.75,0.45,19.65,0
929,4.45,1.82,7558,7944,387,Car,1,411.13,25.45,28.22,26.64,20.21,0.77,9.80,0
930,4.85,1.92,7562,7937,376,Car,1,409.05,26.80,28.72,27.28,20.01,0.74,38.57,0
931,4.95,2.02,7572,7934,363,Car,2,409.27,27.06,31.14,28.27,17.39,0.64,11.30,0
932,16.67,2.50,7590,8024,435,Truck,2,410.01,23.44,23.92,23.63,81.52,3.46,562.76,0
933,5.05,2.22,7591,7966,376,Car,2,410.95,26.07,31.24,27.40,17.70,0.60,26.07,0
934,4.65,2.02,7593,7980,388,Car,1,410.41,25.35,27.58,26.52,31.34,1.20,29.18,0
935,5.05,1.92,7599,7983,385,Car,1,410.39,25.53,27.43,26.73,36.70,1.41,70.86,0
936,4.95,2.02,7619,7991,373,Car,1,401.97,25.68,28.11,27.03,10.91,0.40,11.10,0
937,16.67,2.50,7629,8062,434,Truck,1,408.12,23.14,24.15,23.57,70.18,2.91,2488.79,0
938,4.45,1.92,7635,8014,380,Car,1,410.65,24.73,28.65,27.10,11.51,0.43,14.81,0
939,4.24,1.92,7639,8023,385,Car,1,410.13,26.38,27.02,26.71,41.69,1.56,32.43,0
940,3.64,1.72,7640,8064,425,Car,2,410.30,23.78,24.99,24.20,36.81,1.48,36.31,0
941,4.55,1.72,7666,8012,347,Car,2,412.18,28.44,30.90,29.79,48.45,1.67,15.70,0
942,4.55,1.82,7678,8061,384,Car,1,410.21,26.48,27.10,26.78,36.35,1.35,72.62,0
943,4.45,2.02,7678,8107,430,Car,1,410.52,23.46,24.85,23.93,38.87,1.64,51.79,0
944,4.75,1.92,7697,8087,391,Car,1,410.25,25.59,27.51,26.31,14.19,0.53,17.14,0
945,4.24,1.82,7699,8038,340,Car,2,412.21,29.82,30.98,30.41,27.65,0.89,10.86,0
946,4.04,1.82,7705,8135,431,Car,1,407.82,22.89,24.86,23.71,17.98,0.76,42.34,0
947,4.45,1.92,7709,8107,399,Car,1,408.67,24.62,26.04,25.68,11.77,0.45,43.63,1
948,4.45,1.82,7716,8014,299,Car,2,410.12,33.81,35.09,34.42,193.35,5.52,28.15,0
949,4.35,1.82,7734,8095,362,Car,1,409.17,25.77,32.05,28.35,22.47,0.86,23.15,0
950,4.65,2.02,7749,8150,402,Car,1,410.70,24.45,27.02,25.61,33.83,1.31,48.65,0
951,4.95,2.02,7756,8052,297,Car,2,410.09,31.87,36.25,34.66,49.11,1.38,26.01,0
952,4.55,1.92,7764,8153,390,Car,1,410.63,25.11,28.20,26.41,26.52,1.02,260.78,0
953,4.85,1.92,7765,8092,328,Car,2,411.81,30.68,32.50,31.50,65.27,2.04,62.84,0
954,4.75,2.02,7777,8171,395,Car,1,410.23,24.26,26.67,26.03,15.73,0.63,15.67,0
955,4.85,1.82,7781,8089,309,Car,2,410.55,32.46,35.58,33.35,26.94,0.82,51.69,0
956,3.84,1.82,7784,8178,395,Car,1,409.80,25.02,27.36,26.01,16.48,0.65,75.75,0
957,4.35,1.82,7806,8108,303,Car,2,404.41,33.08,34.15,33.50,23.94,0.70,15.41,1
958,6.16,2.22,7822,8162,341,Car,2,410.12,28.77,31.12,30.17,14.97,0.48,-1.00,0
959,4.04,1.82,7822,8209,388,Car,1,408.23,25.38,27.64,26.38,28.95,1.08,33.85,0
960,4.24,1.92,7823,8204,382,Car,1,409.35,25.81,27.41,26.87,68.18,2.56,19.05,0
961,4.24,1.82,7835,8137,303,Car,2,405.95,31.99,34.52,33.62,34.87,1.02,97.62,1
962,5.05,1.92,7837,8225,389,Car,1,409.64,25.61,27.75,26.40,52.60,1.98,22.87,0
963,4.45,1.92,7863,8270,408,Car,1,409.11,24.53,26.01,25.14,23.83,0.91,-1.00,0
964,4.85,1.82,7867,8170,304,Car,2,411.77,32.05,35.26,34.00,36.23,1.04,48.95,0
965,4.90,1.92,7869,8244,376,Car,1,408.44,25.72,29.36,27.24,27.63,1.05,11.06,0
966,4.45,1.82,7871,8232,362,Car,1,410.51,26.27,32.02,28.44,24.59,0.93,10.28,0
967,4.14,1.82,7875,8215,341,Car,2,411.71,29.27,31.29,30.28,182.35,5.98,33.19,0
968,4.75,1.92,7899,8272,374,Car,1,408.10,25.72,28.79,27.37,21.80,0.81,10.74,0
969,4.75,1.92,7901,8222,322,Car,2,411.87,31.15,33.10,32.10,73.55,2.23,34.57,0
970,6.27,2.22,7907,8235,329,Car,2,409.10,30.04,32.63,31.20,42.75,1.42,-1.00,0
971,6.47,2.50,7910,8303,394,Truck,1,406.16,25.43,26.10,25.85,29.50,1.15,23.62,0
972,4.55,1.92,7914,8287,374,Car,1,407.75,25.25,28.26,27.34,11.53,0.45,9.82,0
973,4.95,1.92,7930,8313,384,Car,1,401.64,23.56,27.47,26.23,11.53,0.45,11.46,1
974,4.35,1.72,7931,8261,331,Car,2,410.27,30.02,32.66,31.10,22.66,0.73,14.55,0
975,17.58,2.50,7944,8363,420,Truck,2,409.30,23.75,25.29,24.43,61.77,2.60,-1.00,0
976,4.04,1.82,7949,8342,394,Car,1,408.04,24.69,26.27,25.97,16.29,0.62,53.69,0
977,16.67,2.50,7955,8368,414,Truck,1,404.99,23.82,25.33,24.53,85.24,3.36,-1.00,0
978,5.05,2.02,7960,8338,379,Car,1,408.10,24.84,28.76,27.00,21.09,0.79,16.23,0
979,4.65,2.02,7984,8307,324,Car,2,411.00,30.16,33.28,31.83,48.34,1.54,20.48,0
980,4.24,1.82,7988,8380,393,Car,2,410.26,24.95,30.33,26.18,17.40,0.67,25.77,1
981,4.55,1.92,7989,8313,325,Car,2,404.87,30.30,31.49,31.26,105.66,3.48,-1.00,0
982,4.95,2.02,7990,8377,388,Car,1,409.80,24.99,28.83,26.49,26.28,1.03,49.59,0
983,3.64,1.82,7995,8376,382,Car,1,394.03,24.72,26.44,25.83,29.43,1.14,33.93,0
984,3.94,1.82,8007,8405,399,Car,1,408.33,24.56,26.62,25.66,21.62,0.82,23.31,1
985,3.74,1.82,8020,8405,386,Car,1,409.96,25.30,28.71,26.63,21.47,0.84,14.19,0
986,4.75,2.02,8030,8432,403,Car,1,407.53,24.22,26.76,25.35,15.34,0.59,30.90,0
987,4.24,1.82,8039,8344,306,Car,2,410.77,32.52,34.70,33.69,29.83,0.91,12.41,0
988,4.45,1.92,8061,8428,368,Car,1,408.54,27.25,28.51,27.84,45.76,1.66,19.18,0
989,5.46,2.02,8065,8408,344,Car,2,410.48,29.66,30.11,29.93,28.04,0.94,9.15,1
990,4.14,1.92,8068,8444,377,Car,1,409.49,26.44,28.30,27.24,34.48,1.29,17.21,0
991,16.98,2.50,8099,8533,435,Truck,1,406.38,22.72,23.97,23.41,56.29,2.35,-1.00,0
992,4.75,1.92,8109,8400,292,Car,2,409.36,34.74,35.96,35.19,127.36,3.63,29.64,0
993,4.75,2.02,8109,8468,360,Car,1,402.01,26.31,28.80,28.01,48.09,1.67,32.64,0
994,4.65,1.92,8119,8495,377,Car,1,407.84,26.69,27.98,27.13,50.78,1.89,85.07,0
995,4.75,2.02,8121,8453,333,Car,2,410.65,28.20,32.47,30.94,46.89,1.55,17.10,0
996,4.65,1.82,8135,8436,302,Car,2,409.58,33.28,35.04,34.04,31.30,0.91,-1.00,0
997,4.45,1.92,8148,8523,376,Car,1,408.85,26.50,28.30,27.26,36.42,1.35,-1.00,0
998,4.85,1.82,8157,8536,380,Car,2,411.33,26.69,27.41,27.15,105.53,3.95,84.38,0
999,5.36,2.02,8158,8531,374,Car,1,408.24,26.99,27.95,27.37,31.86,1.16,40.45,0
1000,4.75,1.82,8163,8484,322,Car,2,410.92,28.92,33.51,32.02,31.03,1.06,14.89,0
1001,4.75,2.02,8172,8475,304,Car,2,411.60,33.42,34.31,33.98,47.31,1.39,47.71,0
1002,4.04,1.82,8178,8562,385,Car,1,408.25,25.86,27.32,26.59,28.24,1.07,-1.00,0
1003,3.94,1.82,8182,8600,419,Car,1,405.37,23.96,24.59,24.25,61.15,2.54,46.42,0
1004,4.14,1.82,8190,8562,373,Car,1,402.57,26.47,27.81,27.07,31.19,1.16,104.52,0
1005,4.85,1.92,8196,8499,304,Car,2,408.90,32.40,35.05,33.75,25.55,0.79,18.35,0
1006,4.95,2.02,8212,8586,375,Car,1,408.40,26.87,28.25,27.31,15.69,0.57,28.18,0
1007,4.75,1.92,8223,8532,310,Car,2,410.10,32.19,34.46,33.20,31.17,0.97,-1.00,0
1008,4.55,1.92,8231,8616,386,Car,1,407.91,25.44,27.29,26.50,49.52,1.89,116.26,0
1009,4.75,2.22,8234,8621,388,Car,1,406.74,24.76,26.70,26.28,17.70,0.71,-1.00,0
1010,3.89,1.92,8246,8669,424,Car,1,409.27,24.00,24.67,24.20,61.78,2.50,449.80,0
1011,4.75,1.92,8260,8648,389,Car,1,408.20,25.61,27.58,26.32,25.89,1.00,55.87,0
1012,4.85,2.02,8260,8658,399,Car,1,408.37,25.03,26.95,25.66,21.43,0.85,-1.00,0
1013,4.14,1.82,8267,8691,425,Car,1,407.42,23.48,25.16,24.04,13.07,0.54,21.74,0
1014,4.55,1.82,8270,8573,304,Car,2,409.56,32.18,35.31,33.81,52.60,1.49,48.57,0
1015,3.84,1.72,8280,8679,400,Car,1,409.04,24.75,26.91,25.63,16.74,0.67,-1.00,0
1016,4.65,1.82,8286,8583,298,Car,2,409.39,34.07,34.98,34.48,131.86,3.87,25.59,0
1017,5.05,2.12,8296,8696,401,Car,1,408.25,23.52,27.28,25.53,28.41,1.12,28.77,0
1018,4.04,1.92,8303,8723,421,Car,1,408.73,23.55,25.62,24.34,26.10,1.08,25.32,0
1019,4.65,2.02,8310,8723,414,Car,1,408.29,22.84,26.52,24.73,10.35,0.42,28.72,0
1020,6.77,2.50,8329,8719,391,Truck,1,405.72,25.27,27.38,26.02,35.38,1.39,22.40,0
1021,16.88,2.50,8335,8767,433,Truck,2,407.20,22.98,24.21,23.57,172.62,7.51,-1.00,0
1022,4.45,1.92,8353,8746,394,Car,1,408.54,24.53,27.07,26.00,19.29,0.74,12.15,1
1023,6.06,2.43,8364,8696,333,Truck,2,408.05,30.32,31.68,30.75,101.72,3.35,-1.00,0
1024,6.37,2.32,8380,8801,422,Car,2,409.72,24.02,24.65,24.34,25.62,1.04,24.25,0
1025,6.06,2.32,8384,8779,396,Car,1,408.75,24.86,26.12,25.88,27.98,1.07,47.03,0
1026,5.05,1.92,8407,8691,285,Car,2,410.89,35.86,36.66,36.19,165.23,4.60,47.34,0
1027,5.36,2.12,8409,8819,411,Car,1,408.81,24.38,26.46,24.94,50.67,1.96,87.04,0
1028,4.45,1.92,8411,8734,324,Car,2,410.79,30.86,32.45,31.81,40.80,1.29,25.21,0
1029,4.55,1.92,8413,8810,398,Car,1,406.46,24.65,27.60,25.61,21.97,0.89,35.19,0
1030,3.94,1.82,8414,8821,408,Car,1,402.59,23.80,26.51,24.74,12.58,0.52,37.34,1
1031,5.05,2.02,8444,8846,403,Car,1,407.47,24.80,26.13,25.35,14.46,0.58,16.22,0
1032,4.55,1.82,8454,8744,291,Car,2,408.38,34.54,36.32,35.22,61.31,1.76,-1.00,0
1033,4.55,1.92,8463,8875,413,Car,1,408.97,23.77,26.35,24.83,19.82,0.80,52.57,1
1034,4.95,1.82,8465,8780,316,Car,2,409.26,31.02,33.70,32.50,57.63,1.72,22.22,0
1035,4.24,1.92,8488,8876,389,Car,1,402.32,23.53,30.11,25.94,16.43,0.67,13.14,0
1036,4.70,1.92,8515,8912,398,Car,1,408.04,24.86,26.87,25.71,33.59,1.34,26.83,0
1037,4.65,1.92,8517,8905,389,Car,1,409.94,24.64,28.21,26.43,10.79,0.43,5.94,0
1038,3.84,1.82,8521,8885,365,Car,1,408.20,26.06,29.30,28.05,67.54,2.42,17.74,0
1039,4.95,2.02,8543,8934,392,Car,1,408.22,25.67,26.58,26.11,19.10,0.74,95.45,0
1040,4.65,2.02,8552,8925,374,Car,1,408.52,26.45,28.40,27.40,18.76,0.66,11.54,0
1041,7.28,2.50,8584,8945,362,Truck,2,408.89,27.54,31.23,28.33,161.12,5.75,47.64,0
1042,4.75,1.92,8586,8974,389,Car,1,401.64,24.91,27.10,25.89,39.01,1.56,378.12,1
1043,4.85,1.92,8593,8900,308,Car,2,409.68,32.43,34.67,33.38,190.03,5.86,-1.00,0
1044,4.45,2.02,8594,8964,371,Car,1,408.35,26.83,28.73,27.60,34.84,1.29,23.94,0
1045,4.45,1.72,8612,8939,328,Car,2,409.12,30.09,32.87,31.30,181.87,6.04,-1.00,0
